Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.020127303180732525;0.04413427991179082;4.473064276411116;3682.8397556097025;0.04413427991179082;4.473064276411116;3682.8397556097025;18414.198778048514;41.65524688635592;88.41238573515713;0.004652153427677774;0.9866676887371083
