Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.05477665098685236;0.12800637220861585;12.803086061292904;10681.650578268933;0.12800637220861585;12.803086061292904;10681.650578268933;53408.252891344666;41.379578200821385;258.13821799800036;0.004569699908142155;0.9998087304561109
