Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
-0.00020698751470149546;-0.0004278625094908844;-0.044528667095217155;-35.70351805982426;-0.0004278625094908844;-0.044528667095217155;-35.70351805982426;-178.5175902991213;41.12944191236256;-0.8680768909021498;0.004807027158278743;0.9608697888395615
