Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.03634269078884245;0.08211056238976937;8.267370178568106;6851.817773597;0.08211056238976937;8.267370178568106;6851.817773597;34259.088867985;42.000481457990865;163.13664833700133;0.004611920546199855;0.9931884095698104
