Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.048455558188130965;0.11169410930157918;11.213932412101602;9320.453557312383;0.11169410930157918;11.213932412101602;9320.453557312383;46602.26778656192;41.693138784218434;223.54885789602233;0.004593471372430713;0.9960298064668519
