Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.07866000190798061;0.18932231287651619;18.987381134234056;15798.23533722906;0.18932231287651619;18.987381134234056;15798.23533722906;78991.1766861453;41.57599427418359;379.9845466844048;0.004581414280774965;0.9970954474346647
