Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.10950449590540501;0.27643401127079525;27.643401127079525;23067.37911087481;0.27643401127079525;27.643401127079525;23067.37911087481;115336.89555437404;41.84976166549116;551.1949935403314;0.00455805135521814;1.0
