Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.06013795691968582;0.14209534436621793;14.209534436621793;8506.830063361209;40.25305816111285;211.33375827775927;0.004553219237230621;1.0
