Node;Mitigation;Prices;Average Mitigation;GHG Level
0;0.1;7.899767810432935;0.0;425.6
1;0.9984516871187147;242.06243417138595;0.10000043690234284;461.0653911210693
2;0.7991608650579889;141.70577644753473;0.10000043690234284;461.0653911210693
3;0.9997637166098727;122.97793989499452;0.6759089103347189;444.2019076272999
4;0.8918271027062037;92.42862442019045;0.6759089103347189;444.2019076272999
5;0.9694983231189636;120.50666123150623;0.5481633264631592;461.3257890702603
6;0.6556755966447573;50.325614731035195;0.5481633264631592;461.3257890702603
7;0.9990132672207139;38.466964305518296;0.807473008043136;418.0040697707776
8;0.9948413206071146;38.05053459360006;0.807473008043136;418.0040697707776
9;0.9983367384107171;40.07534606164501;0.7678728727941819;425.82691516310405
10;0.9959707155887261;42.27146070854256;0.7126636629813057;433.5665137756514
11;0.7069887579433171;18.058047851096255;0.7678728727941819;425.82691516310405
12;0.7230958258461256;20.08092413440872;0.7126636629813057;433.5665137756514
13;0.7131810562895182;22.088784443391294;0.5975273874181326;456.3112209402637
14;0.42090041910671305;8.567788462471876;0.5975273874181326;456.3112209402637
15;0.9962701148421945;9.205245002898856;0.8337087901288508;393.08575157471967
16;0.991285563691871;9.08621531517405;0.8337087901288508;393.08575157471967
17;0.9859657827762267;8.969627397256458;0.8331717758829991;393.20775109526676
18;0.9605562652979622;8.945913163597245;0.7985575823252227;399.01890419316015
19;0.9938081363782639;10.653496682992303;0.751242305903306;406.0358457811219
20;0.9982311002260906;9.26165926731662;0.8331717758829991;393.20775109526676
21;0.9900303003761692;9.665109461835717;0.7985575823252227;399.01890419316015
22;0.9856190531897662;10.42789159587285;0.751242305903306;406.0358457811219
23;0.9944042093196918;10.478289319615754;0.7610540643801811;407.53874333207204
24;0.9929234855257308;11.341767561355425;0.7161167511310123;414.01547944919025
25;0.9372269162368424;11.852330725025045;0.6128925137145476;431.4983727190167
26;0.7771796117262832;5.829684153959246;0.7610540643801811;407.53874333207204
27;0.9578076883144439;10.343579035044653;0.7161167511310123;414.01547944919025
28;0.8195067276009761;8.622891654943563;0.6128925137145476;431.4983727190167
29;0.9230190209337774;12.233279482279038;0.5752689849005189;440.04548527478653
30;0.224203722619844;1.0888143791654146;0.5752689849005189;440.04548527478653
31;0.9765050193789523;2.09827525614979;0.8460652438935128;372.5203161450885
32;0.9955457805228702;2.2054469627673545;0.8460652438935128;372.5203161450885
33;0.896864628923149;1.700331366594203;0.8457120573347521;372.6061581137271
34;0.9728997189067845;2.0853313443120767;0.844817686967871;372.79181419902443
35;0.993267324780647;2.4031787527614212;0.8110486997467126;378.353333671862
36;0.9893898276932043;2.6514018054584656;0.769670310734357;384.3394927006947
37;0.9031934051872664;1.7294319121619368;0.8457120573347521;372.6061581137271
38;0.9138709022536811;1.7837038911981116;0.844817686967871;372.79181419902443
39;0.9863635985749685;2.3602046451711542;0.8110486997467126;378.353333671862
40;0.8443281244202188;1.8001291369084897;0.769670310734357;384.3394927006947
41;0.6186673723773585;0.7696433402507116;0.8456868564306016;372.58058575634135
42;0.8536220390877856;1.647597332669858;0.8131373088058252;377.84574350728144
43;0.8617857645228919;1.8906982795932052;0.7690900169177184;384.48052185074965
44;0.8862297355490718;1.9768575507013373;0.7773165791301421;384.33776783286504
45;0.8134129100678641;1.80694173199499;0.7357677661992145;390.50567112517757
46;0.7634444647114748;2.0379098518839744;0.6363838503847956;406.8151057319284
47;0.7993843410802901;1.3030179481395237;0.8456868564306016;372.58058575634135
48;0.3171560855600716;0.2823124109154261;0.8131373088058252;377.84574350728144
49;0.5861415777034287;0.8502039846256021;0.7690900169177184;384.48052185074965
50;0.8389756271622919;1.7387769563028208;0.7773165791301421;384.33776783286504
51;0.4473911619605584;0.581905036862058;0.7357677661992145;390.50567112517757
52;0.7821169005569856;2.147902918230842;0.6363838503847956;406.8151057319284
53;0.9149732077278313;2.2230773071207595;0.7619231639418392;388.07872386905973
54;0.5855882224618145;0.9321681439466114;0.7332793077795906;391.11042148168633
55;0.9855125009184438;3.802069102764059;0.6280416780898302;408.84243621277574
56;0.5520566252795827;1.1893978584067517;0.5991306325194825;413.6481616981812
57;0.32775182891098287;0.3383742533306281;0.7619231639418392;388.07872386905973
58;0.03496223313352053;0.026868751337104414;0.7332793077795906;391.11042148168633
59;0.9876551090383768;3.823438152580301;0.6280416780898302;408.84243621277574
60;0.714135396272613;1.9506807255209915;0.5991306325194825;413.6481616981812
61;0.9680794219551531;4.458055137593283;0.5496097341619586;425.6828823036939
62;0.07621856495944268;0.09950947142893207;0.5496097341619586;425.6828823036939
"
"
Period;Expected Price;Expected Mitigation;Expected Emission
0;7.899767810432935;0.0;37.8556164
1;191.88410530946032;0.10000043690234284;4.438810179841739
2;96.5597100694316;0.6120361183989391;4.8560897292625045
3;28.457481320084256;0.7213842328091891;1.7522003595192364
4;9.250362137395765;0.7352515960458297;0.5938668088897926
5;1.7717137912400867;0.7479175558148878;0.7879941496486714
