sample_index,mac_horizontal_shift,mac_vertical_shift,dwl_pct_loss,price,mitigation,mitigation_pct
mac_p116_h0p5_v125,0.5,125.0,0.4227308896913874,324.65535328536083,0.1035454282781666,10.35454282781666
mac_p007_h0_v150,0.0,150.0,2.0210631220091537,260.5732654922566,0.4093245240826298,40.93245240826298
mac_p018_h0p05_v150,0.05,150.0,1.8613520684667384,268.2223899315859,0.3794109871356066,37.94109871356066
mac_p029_h0p1_v150,0.1,150.0,1.6988858879693358,275.4665467848844,0.3476172073154585,34.76172073154585
mac_p040_h0p15_v150,0.15,150.0,1.500024584340531,283.33429614699213,0.3165659193615863,31.65659193615863
mac_p051_h0p2_v150,0.2,150.0,1.3033841782918625,289.68157536167405,0.2812745331180941,28.127453311809408
mac_p062_h0p25_v150,0.25,150.0,1.11591208256319,296.65757365309474,0.2468876685249802,24.68876685249802
mac_p073_h0p3_v150,0.3,150.0,0.92980451647317,304.1214208355845,0.2129959902021491,21.29959902021491
mac_p084_h0p35_v150,0.35,150.0,0.755565933989041,311.68807374693614,0.1787406140002709,17.874061400027088
mac_p095_h0p4_v150,0.4,150.0,0.5728334371459489,318.3163895041665,0.1420806353627519,14.208063536275189
mac_p106_h0p45_v150,0.45,150.0,0.4181345576880749,324.2393653813871,0.1036653928084351,10.36653928084351
mac_p117_h0p5_v150,0.5,150.0,0.2862998167818588,330.6335382256725,0.0658357109120708,6.58357109120708
mac_p008_h0_v175,0.0,175.0,1.6165093438548763,270.85902186079767,0.3620339235859673,36.20339235859673
mac_p019_h0p05_v175,0.05,175.0,1.4830859083102963,277.2348327298496,0.3307244336608733,33.07244336608733
mac_p030_h0p1_v175,0.1,175.0,1.3268345591481672,284.95578703044845,0.3023356165436979,30.23356165436979
mac_p041_h0p15_v175,0.15,175.0,1.1585972567748324,291.39883445993297,0.2695846894868117,26.95846894868117
mac_p052_h0p2_v175,0.2,175.0,0.9993996177132954,297.41970395410215,0.2351092885266204,23.51092885266204
mac_p063_h0p25_v175,0.25,175.0,0.8415473549199199,304.8182885611376,0.203459199456795,20.3459199456795
mac_p074_h0p3_v175,0.3,175.0,0.693028113641248,312.43208229047383,0.1715698010398545,17.15698010398545
mac_p085_h0p35_v175,0.35,175.0,0.5383416438632592,318.44059735716706,0.1353492986478502,13.53492986478502
mac_p096_h0p4_v175,0.4,175.0,0.4006670890306522,324.6220037900774,0.0990850768364724,9.90850768364724
mac_p107_h0p45_v175,0.45,175.0,0.2848816848591031,330.5784136143214,0.0619237717158232,6.19237717158232
mac_p118_h0p5_v175,0.5,175.0,0.1857212776869485,335.01814680648886,0.0212533620131086,2.12533620131086
mac_p009_h0_v200,0.0,200.0,1.2571299533987177,280.42861503463473,0.3065551847034239,30.65551847034239
mac_p020_h0p05_v200,0.05,200.0,1.1392659080762984,287.6543453568554,0.2804660249023466,28.046602490234662
mac_p031_h0p1_v200,0.1,200.0,1.0021775013376013,294.20667830672124,0.2510703368339509,25.10703368339509
mac_p042_h0p15_v200,0.15,200.0,0.8695954679125859,299.8933419871102,0.218195935275667,21.8195935275667
mac_p053_h0p2_v200,0.2,200.0,0.7406520059754453,306.74843934343124,0.1879844079546029,18.798440795460287
mac_p064_h0p25_v200,0.25,200.0,0.6133224587112573,313.6641408597472,0.1570775572766247,15.70775572766247
mac_p075_h0p3_v200,0.3,200.0,0.4866196626939623,319.4375609379968,0.1224007854256803,12.24007854256803
mac_p086_h0p35_v200,0.35,200.0,0.3738824939138214,325.64406364324043,0.0882942646322408,8.82942646322408
mac_p097_h0p4_v200,0.4,200.0,0.2693954879927279,331.21698840478024,0.0520879195295576,5.20879195295576
mac_p108_h0p45_v200,0.45,200.0,0.1842569916288416,335.7589128597913,0.0130157395872563,1.3015739587256299
mac_p119_h0p5_v200,0.5,200.0,0.1237647051276138,352.00311590690086,0.0,0.0
mac_p010_h0_v225,0.0,225.0,0.9464028538540066,291.5378474049962,0.2489932066721369,24.89932066721369
mac_p021_h0p05_v225,0.05,225.0,0.8395315994518411,297.87463603243725,0.2229206530922536,22.292065309225357
mac_p032_h0p1_v225,0.1,225.0,0.7318581141413913,303.1506226114443,0.1918874163148579,19.18874163148579
mac_p043_h0p15_v225,0.15,225.0,0.6333686078451063,309.57452859279147,0.163919850684663,16.3919850684663
