delay_year,partial_mitigation_pct,dwl_phi,dwl_pct,dwl_billions,dwl_phi_loss,dwl_pct_loss,dwl_billions_loss,utility_loss_raw,utility_loss_loss,share_of_loss_avoided,share_of_dwl_avoided,welfare_loss,reentry_price_increase,m_partial_period0,residual_emissions_delay_window_gtco2,dwl_trillions_loss,share_of_dwl_avoided_pct,share_of_loss_avoided_pct,marginal_dwl_avoided_pp
10,75,0.0118194387448691,1.181943874486917,688.2020990575553,0.0118194387448691,1.181943874486917,688.2020990575553,0.005423037542922,0.005423037542922,0.9473727305351772,0.954297692619482,0.005423037542922,-3.9295942903954426,0.75,108.04893493652298,0.6882020990575552,95.42976926194821,94.73727305351773,0.7629946234771953
10,80,0.0041894925100972,0.4189492510097218,242.56993932681215,0.0041894925100972,0.4189492510097218,242.56993932681215,0.0019333557716301,0.0019333557716301,0.9812379622380182,0.9838004596835904,0.0019333557716301,6.894146212974476,0.8,86.43915176391602,0.24256993932681215,98.38004596835904,98.12379622380182,0.2790126809629947
10,85,0.0013993657004672,0.1399365700467271,80.4973250441169,0.0013993657004672,0.1399365700467271,80.4973250441169,0.0006477227075443,0.0006477227075443,0.9937142464534644,0.9945890627498476,0.0006477227075443,4.2484740670446115,0.85,64.8293685913086,0.0804973250441169,99.45890627498476,99.37142464534644,0.1399365700467271
10,90,-0.0019769844848077,-0.1976984484807753,-112.87363501523868,0.0,0.0,0.0,-0.0009183409022632,0.0,1.0,1.0,-0.0009183409022632,3.9045361627626103,0.9,43.21958541870117,0.0,100.0,100.0,0.0
10,95,-0.0007940771666213,-0.0794077166621314,-45.31151191442543,0.0,0.0,0.0,-0.0003686442216803,0.0,1.0,1.0,-0.0003686442216803,1.748308009323324,0.9034613001268256,41.72374725341797,0.0,100.0,100.0,0.0
10,100,0.0008829002044174,0.0882900204417446,50.364017731948714,0.0008829002044174,0.0882900204417446,50.364017731948714,0.0004094923121087,0.0004094923121087,0.9960261270399566,0.9965860835358088,0.0004094923121087,2.4306027988191374,0.9053959474518068,40.88761329650879,0.050364017731948714,99.65860835358087,99.60261270399566,
15,0,0.3947093971852103,39.47093971852103,23630.08993181764,0.3947093971852103,39.47093971852103,23630.08993181764,0.1473992544371931,0.1473992544371931,0.0,0.0,0.1473992544371931,21.75546999446931,0.0,652.4894428253174,23.630089931817643,0.0,0.0,4.054320495581685
15,5,0.3541661922293934,35.416619222939346,21201.53051629543,0.3541661922293934,35.416619222939346,21201.53051629543,0.1347635686073225,0.1347635686073225,0.0857242180641739,0.1027165941448124,0.1347635686073225,28.245748249367296,0.05,619.8649597167969,21.201530516295428,10.27165941448124,8.57242180641739,3.6268227445112906
15,10,0.3178979647842805,31.789796478428055,19026.54165752426,0.3178979647842805,31.789796478428055,19026.54165752426,0.1230706724567198,0.1230706724567198,0.1650522729803881,0.1946024922352871,0.1230706724567198,24.39804630926497,0.1,587.2404766082764,19.02654165752426,19.46024922352871,16.50522729803881,3.901046713095905
15,15,0.2788874976533215,27.88874976533215,16685.735815384156,0.2788874976533215,27.88874976533215,16685.735815384156,0.1100443547520306,0.1100443547520306,0.2534266528537934,0.2934358805689682,0.1100443547520306,25.06320730820704,0.15,554.6159934997559,16.685735815384156,29.34358805689682,25.34266528537934,3.3378092916518796
15,20,0.2455094047368027,24.55094047368027,14680.88714996543,0.2455094047368027,24.55094047368027,14680.88714996543,0.0985082488989235,0.0985082488989235,0.331690996165127,0.3779995954299465,0.0985082488989235,22.171549946251673,0.2,521.9917488098145,14.68088714996543,37.79995954299465,33.169099616512696,3.2212520798394806
