delay_year,mean,std,n,p05,p25,median,p75,p95
5,24.991015614329132,132.00795515007772,2041,0.3238294836589654,1.489765972230202,4.6103805125582795,13.6885958181484,75.91834408221447
10,59.78633754315617,338.23809252457556,2045,0.5186961719323298,2.471129757769571,7.646487565925407,24.2744219188307,161.24305246114443
15,102.62951701783474,569.4986651780083,2043,0.6978266016695895,3.4073848164676503,10.83208696649428,35.76396376084711,278.0194551847092
