delay_year,mean,std,n,p05,p25,median,p75,p95
5,14.961385532378294,79.0292775940164,2041,0.193867181171894,0.891879041953564,2.760099123774643,8.19495944433698,45.45007823301509
10,35.792320702612386,202.4931912368886,2045,0.31052813227801607,1.479392657628717,4.5777270603101075,14.532381977105551,96.53146992975621
15,61.441271327332714,340.94208980516964,2043,0.4177682485357598,2.039901006148568,6.484851665374045,21.410832526759773,166.4420653690934
