sample_index,RA,EIS,PRTP,growth,terminal_rho,terminal_beta_5yr,terminal_growth_5yr,terminal_multiplier,terminal_margin,terminal_admissible
36,9.170210985904037,1.0812251385354643,0.00708853241955092,0.013806374013297743,0.07512324273692428,0.9650562616313568,1.0709645290271488,0.970039533339269,0.029960466660731044,True
37,8.513067283000366,0.8603345493465313,0.008720211982170111,0.024619011325716783,-0.16233853535180232,0.9571527588888129,1.1293070743927065,0.938442839362229,0.06155716063777095,True
38,4.283219311728446,1.104163469303281,0.014512396000271488,0.017569984290040933,0.09433700009021972,0.9295137730090756,1.0909916824014287,0.9371816800069466,0.06281831999305343,True
39,7.774494044026608,0.6685570592133318,0.009700009863294749,0.013309251199831632,-0.49575864351303967,0.9524317700181119,1.0683413504753752,0.9217234230440989,0.07827657695590107,True
40,8.374774684464024,1.3591980172759048,0.011594811218546804,0.01782375646177338,0.26427202858624455,0.9433548425164374,1.0923527753061442,0.9656357343290607,0.03436426567093931,True
41,5.405326922789727,1.5819070628409195,0.00911867861423616,0.01403906705898745,0.36785161183608517,0.9552305622237379,1.0721941544680873,0.9800412171513179,0.019958782848682133,True
42,10.077253099174508,0.8043103830046382,0.0045855023929437305,0.018290130486812953,-0.24330111997849624,0.9772817943799557,1.0948576885284163,0.9559695136908962,0.04403048630910378,True
43,8.831354174744535,1.6508404794535645,0.010945606883963614,0.010398940777663459,0.3942479528179461,0.9464569867636947,1.0530873873753817,0.9659561897090037,0.034043810290996346,True
44,4.002115183620859,1.0369594416699224,0.0035292176675060715,0.013000296486030268,0.0356421285006121,0.982478026633673,1.0667136742099803,0.9847421593091444,0.015257840690855562,True
45,9.92498206206738,1.2049051786783136,0.004736912368520719,0.014947008907093492,0.17005917337252918,0.9765387611758319,1.0770028191734822,0.9889361563495247,0.011063843650475302,True
46,5.507681494172221,1.0122658111224094,0.003362450372214017,0.014920817606268785,0.012117184031740669,0.9833004293416153,1.0768638629089535,0.9841831542319284,0.01581684576807163,True
47,12.203859738307903,0.6624317374879449,0.0012758646192591175,0.019047839722107156,-0.5095895069764802,0.9936369344533033,1.0989371707010462,0.9469965243563647,0.05300347564363528,True
48,6.742048297085401,1.148371831305374,0.003483179003007859,0.017050971501746188,0.12920190765800754,0.9827050084821647,1.0882122111268382,0.993497173770321,0.006502826229679015,True
49,5.768511512283657,0.5554247682867397,0.005451792114684013,0.011426933414615405,-0.8004238505326198,0.9730366438276947,1.0584554212857074,0.9297810295470608,0.07021897045293923,True
50,8.03165165178569,0.6982341243103047,0.001971419017293315,0.014640037541336085,-0.43218437080509453,0.990181693299384,1.0753751031543965,0.9595666901089441,0.04043330989105587,True
51,6.174861675243807,1.0420061087919843,0.011813935478359763,0.01825231232756065,0.040312727955772454,0.9423096218905153,1.0946543946645664,0.9457513931943455,0.054248606805654465,True
52,7.982829781566293,1.3742172262727919,0.00572153514848702,0.012868603501278372,0.2723130078115519,0.9717178162544914,1.0660204750688422,0.9887832137347278,0.011216786265272227,True
53,5.5654502653770965,0.9795257423546373,0.011127148736736791,0.016011800149179058,-0.020902214980226708,0.9455886902791577,1.0826641585782537,0.9440201692186667,0.055979830781333284,True
54,9.555108691676308,0.7018035498650388,0.012125625678523504,0.014191300142541729,-0.4249001735490028,0.9408244590122755,1.072999214366413,0.9130759574410978,0.08692404255890218,True
55,8.95457278622975,0.7544932833903776,0.012570458602258992,0.012027991304111625,-0.3253928457870663,0.9387081324256502,1.0616041883759113,0.9206245003478528,0.07937549965214719,True
56,8.107140815804472,0.8239930632260212,0.007498587548768768,0.010196241163329005,-0.21360244961880248,0.9630651498261745,1.052031493659573,0.9526870775499222,0.04731292245007779,True
57,6.4044559879147664,1.1114890392978103,0.005823197333194677,0.013665351925573981,0.10030601774376846,0.9712211407239523,1.070219871829566,0.9778549702191381,0.022145029780861858,True
58,11.770102001226867,1.292922161780613,0.008991780127497226,0.019440400369611116,0.22655823408363618,0.9558423830437177,1.1010554813854063,0.9769188801369111,0.023081119863088917,True
59,6.310926669495817,1.076609246685486,0.0074631153693560355,0.015313667016352618,0.07115789402825567,0.9632372627388258,1.0789496067048627,0.9684597326325051,0.031540267367494934,True
60,10.830293146945163,1.3218349854158888,0.0034199981202994783,0.02401567817891264,0.24347591716573447,0.9830165739372703,1.125986101182063,1.0118307924585674,-0.01183079245856744,False
61,7.730504792561914,0.9699912676832565,0.010407851461328204,0.01832913055692023,-0.030937115947875293,0.9490327608257494,1.0950673674607923,0.9463701181089169,0.05362988189108309,True
62,6.130690149238604,1.3128543839057405,0.003153184546744026,0.012550531390301455,0.23830090202006948,0.9843331899804313,1.0643477087756024,0.9990705528503692,0.0009294471496308354,True
63,7.6663519933447315,1.0141342924885228,0.006911903289086738,0.016554569111438072,0.013937298633142081,0.9659149369007232,1.0855591283313435,0.9670207548297349,0.03297924517026507,True
64,8.779059272511688,0.7598714575391645,0.009676915115519314,0.012831996446993954,-0.3160120571425187,0.9525428333205893,1.0658278486582295,0.9335445930760988,0.06645540692390117,True
65,6.27013005779521,1.2771697434654328,0.00182946597473429,0.01326943977923842,0.21701872040389003,0.9908860784086115,1.0681314992139335,1.0051614576100558,-0.00516145761005582,False
66,3.952843366505335,1.1581811101424366,0.001479033468542234,0.01250651911879622,0.13657718016397546,0.9926266757267701,1.064116410254116,1.0010875099185794,-0.0010875099185794213,False
67,7.25211601476904,0.8424239980841413,0.002152025940712569,0.020705888960864005,-0.18705070400917045,0.9892860828951644,1.107906479202803,0.9705045212171327,0.02949547878286729,True
68,7.475994918147184,0.9221805322600048,0.0023987054168850917,0.013174597617805131,-0.08438637014954287,0.9880638729413785,1.0676317064946397,0.9826223457439144,0.017377654256085617,True
69,7.8723000287949585,0.9463481046939832,0.006867283720798848,0.010377474359344009,-0.05669361521399785,0.9661319497753333,1.0529755253526658,0.9633086747819153,0.036691325218084714,True
70,7.598029413649908,1.096337202885496,0.001385347407086322,0.014383892866366516,0.08787187247859707,0.9930924282699496,1.0740184024707888,0.9993433545077348,0.0006566454922651843,True
71,4.376776307496403,0.7210150603828032,0.0038446639728397696,0.013589083926676003,-0.38693358148313495,0.9809239273413174,1.0698173166564242,0.9556402884894862,0.044359711510513766,True
72,3.548999244281422,1.3207356890813968,0.016062309376972703,0.01264725819868136,0.2428462346652237,0.9222273222834636,1.064856180328069,0.9364088089584601,0.06359119104153987,True
73,7.557500933171763,1.0940182293555816,0.01663900095236181,0.015219287209981112,0.08593844858596356,0.9195278746057867,1.0784482240860929,0.9255153368760277,0.07448466312397228,True
74,7.243949979610347,1.18868614200796,0.00547010299352226,0.014855388908161977,0.15873503975509162,0.9729470730060455,1.0765167978198653,0.9844009872263718,0.015599012773628185,True
75,8.683421713248904,1.058804358021946,0.003714787652623521,0.01431941955758846,0.05553845483957398,0.9815635465337728,1.0736771277385164,0.9854466076422719,0.014553392357728123,True
76,5.828494680761603,0.8100454205877512,0.0067527978492218504,0.015910182162518105,-0.23449867696853577,0.9666889446300551,1.0821228452443954,0.9489622634644723,0.05103773653552768,True
77,12.67892692259758,1.5486306195547888,0.004572665206599314,0.017718340152722906,0.3542682242150894,0.9773448127111269,1.0917872159601314,1.0082283278133894,-0.008228327813389447,False
78,5.33642258886207,0.8843612313379866,0.020598817946882928,0.017018720094709224,-0.13075965404663736,0.9011625166530792,1.0880396821673475,0.8912744694372519,0.10872553056274814,True
79,5.508888960174888,0.7152581289809261,0.00903515831910751,0.013685627081437847,-0.39809665836970476,0.9556332067544853,1.0703269078583704,0.9301239661146048,0.0698760338853952,True
80,5.314702973494785,1.0111691173807231,0.0029219370783946934,0.01620627797260356,0.011045746145466717,0.9854754426684794,1.0837007350729944,0.9863508120526455,0.01364918794735448,True
81,8.359852539169802,1.0962409692257205,0.011825670251854053,0.014038764697961547,0.08779180118920005,0.9422536732804782,1.0721925559619667,0.9480375553726201,0.05196244462737987,True
82,12.252538270148786,0.8162117234183048,0.00960134031820809,0.015089742720435404,-0.22517230677842703,0.9529063471112459,1.077760336370226,0.9369730977337495,0.06302690226625052,True
83,8.602511218884535,0.7936331685463739,0.003684855497645417,0.015604159807670312,-0.26002798223719603,0.9817110046977343,1.0804939889709577,0.9621458393758421,0.03785416062415792,True
84,5.092355587465114,1.0789990591391496,0.014600192634277837,0.014877227257845238,0.07321513255273537,0.9290997970208089,1.0766326289142747,0.9341361824978446,0.06586381750215542,True
85,7.938436594562352,0.94257387541916,0.00610641779203541,0.014233939828526066,-0.06092479971960052,0.9698385243842211,1.073224794081271,0.9656719282157971,0.03432807178420294,True
86,7.743547565073951,1.3138720783191271,0.002371056925897942,0.015514013082218303,0.2388908962284002,0.9882008013392146,1.080014541814972,1.0065404428784759,-0.006540442878475883,False
87,4.615036155291153,0.9273941798876472,0.01203106407592354,0.01705630782467709,-0.07829013992857803,0.9412748346095534,1.0882407599059873,0.9350637983743322,0.06493620162566782,True
88,7.519109227833483,0.9841716588900317,0.018723817721167223,0.011596919818175747,-0.016082906845559686,0.9098216949168914,1.0593451717583993,0.9089785038116346,0.09102149618836541,True
89,5.125311989216391,0.7390549380297726,0.008358918490982725,0.01861734209031836,-0.35307938360560054,0.958898306594546,1.0966178963478368,0.9281749445462371,0.07182505545376294,True
90,7.715790036457405,1.6629705939438009,0.0037392222859680703,0.011327202650910532,0.39866645649550525,0.9814431845699613,1.0579336843777558,1.0037277360025711,-0.003727736002571147,False
91,7.142058434528565,0.8789788849818362,0.010503463808987264,0.01699960099161522,-0.13768375678406053,0.948574381492312,1.0879374148229806,0.9376302865336683,0.06236971346633169,True
92,12.854022171617522,1.0953885110422112,0.007234631216204733,0.01722407087525572,0.08708189841379066,0.9643464698868859,1.0891385805416556,0.9715437571287493,0.028456242871250703,True
93,14.138882330405965,0.9984860892194865,0.0035276336379353795,0.02050482442290336,-0.0015162061813971395,0.9824858355891493,1.1068156999555194,0.9823346667699959,0.017665333230004077,True
94,5.604896739079954,1.2882324523859128,0.010179538340773564,0.016348522929549855,0.22374257988306578,0.9501280435406719,1.084459410397085,0.9675220059604888,0.03247799403951124,True
