delay_year,mean,std,n,p05,p25,median,p75,p95
5,55.8396915869707,20706.24021590262,2040,-0.02726773106276202,0.8571169513561454,2.784500270388186,7.611351483766725,16.088671830003037
10,13.438860797706234,12551.45856483592,2044,0.40629432336207144,1.8760465530939925,6.511120520336867,16.773014674023784,29.595195706085235
15,68.12344823844766,13137.059144189843,2042,0.7951458751177392,2.9189813353638545,8.609966776856943,23.956657349017185,45.72122311961257
