delay_year,n,median_dwl_pct,p90_dwl_pct,p95_dwl_pct,p99_clip_dwl_pct,heatmap_value
15,2036,10.906194708222362,130.54371925272528,278.9046380938816,1812.4471327826714,cell median DWL by EIS and RA quintiles
