delay_year,dam_func,tip_on,d_unc,t_unc,delay_window_years_mean,delay_window_years_std,delay_window_years_count,delay_window_dwl_fraction_mean,delay_window_dwl_fraction_std,delay_window_dwl_fraction_count,dwl_pct_loss_mean,dwl_pct_loss_std,dwl_pct_loss_count,deadweight_per_ton_mean,deadweight_per_ton_std,deadweight_per_ton_count,carbon_price_optimal_mean,carbon_price_optimal_std,carbon_price_optimal_count,carbon_price_delayed_mean,carbon_price_delayed_std,carbon_price_delayed_count,m_optimal_period0_mean,m_optimal_period0_std,m_optimal_period0_count,m_delayed_period0_mean,m_delayed_period0_std,m_delayed_period0_count,mitigation_foregone_mean,mitigation_foregone_std,mitigation_foregone_count,utility_loss_mean,utility_loss_std,utility_loss_count,welfare_loss_mean,welfare_loss_std,welfare_loss_count,extra_cumulative_emissions_mean,extra_cumulative_emissions_std,extra_cumulative_emissions_count,reentry_price_increase_mean,reentry_price_increase_std,reentry_price_increase_count,reentry_price_pct_increase_mean,reentry_price_pct_increase_std,reentry_price_pct_increase_count,reentry_price_annualized_increase_mean,reentry_price_annualized_increase_std,reentry_price_annualized_increase_count,peak_catchup_mitigation_mean,peak_catchup_mitigation_std,peak_catchup_mitigation_count,ppm_at_reentry_mean,ppm_at_reentry_std,ppm_at_reentry_count,temperature_at_reentry_mean,temperature_at_reentry_std,temperature_at_reentry_count
10,1,0,1,1,10.0,,1,0.1540585462164326,,1,15.405854621643265,,1,746.279796775749,,1,406.9063896437936,,1,0.0,,1,0.8734477778695212,,1,0.0,,1,0.8734477778695212,,1,0.065753790106954,,1,0.065753790106954,,1,0.386485391669614,,1,22.65588045007746,,1,5.555294055931581,,1,0.5421115747048955,,1,0.8350101250076774,,1,465.54753150983714,,1,1.6443419239,,1
10,1,1,1,1,10.0,,1,0.157438539571792,,1,15.7438539571792,,1,762.5756651486688,,1,408.633580406051,,1,0.0,,1,0.8750461736334186,,1,0.0,,1,0.8750461736334186,,1,0.0670777296588678,,1,0.0670777296588678,,1,0.3871817383327558,,1,28.578272246754125,,1,6.987215469915732,,1,0.6776775098961352,,1,0.8378291523821735,,1,465.54753150983714,,1,1.6443419239,,1
10,2,0,1,1,10.0,,1,0.0042281097648227,,1,0.4228109764822728,,1,64.0211907353248,,1,51.30913404546868,,1,0.0,,1,0.2583362384503421,,1,0.0,,1,0.2583362384503421,,1,0.0019991790026478,,1,0.0019991790026478,,1,0.116189789987565,,1,2.4341225907107926,,1,4.459759347370249,,1,0.4372705823627809,,1,0.2597749571496417,,1,465.54753150983714,,1,1.6443419239,,1
10,2,1,1,1,10.0,,1,0.0109850760193145,,1,1.0985076019314526,,1,115.7122172147387,,1,85.7271479939525,,1,0.0,,1,0.3727002791201044,,1,0.0,,1,0.3727002791201044,,1,0.005159590258752,,1,0.005159590258752,,1,0.1672009360954223,,1,8.843668017806237,,1,9.645778807718148,,1,0.9251007601389638,,1,0.3924085136163043,,1,465.54753150983714,,1,1.6443419239,,1
10,3,0,1,1,10.0,,1,0.0111870473385979,,1,1.1187047338597935,,1,117.80873100045184,,1,85.77337186522792,,1,0.0,,1,0.3728353626546261,,1,0.0,,1,0.3728353626546261,,1,0.0052562804525226,,1,0.0052562804525226,,1,0.1673628937115991,,1,10.029113426582626,,1,10.88318445066006,,1,1.038425286621214,,1,0.3960086431356652,,1,465.54753150983714,,1,1.6443419239,,1
10,3,1,1,1,10.0,,1,0.0175274524498324,,1,1.752745244983246,,1,158.5133344392611,,1,108.88332847320098,,1,0.0,,1,0.4356170302308959,,1,0.0,,1,0.4356170302308959,,1,0.0081906536560278,,1,0.0081906536560278,,1,0.1952227068844378,,1,17.113522346701203,,1,14.633004428541636,,1,1.375023408638154,,1,0.4740370807519157,,1,465.54753150983714,,1,1.6443419239,,1
15,0,0,1,1,15.0,,1,0.0477999415916473,,1,4.779994159164738,,1,481.25287808895496,,1,188.6970684521171,,1,0.0,,1,0.6015677317649073,,1,0.0,,1,0.6015677317649073,,1,0.0321429248888289,,1,0.0321429248888289,,1,0.4073411442241426,,1,21.30967020803874,,1,11.398042212041515,,1,0.7221924345932829,,1,0.5101993599861849,,1,481.5023071324044,,1,1.7588945192,,1
15,0,1,1,1,15.0,,1,0.056103203835267,,1,5.610320383526702,,1,546.362875996073,,1,204.07622088614696,,1,0.0,,1,0.6273845568117368,,1,0.0,,1,0.6273845568117368,,1,0.0375168687745848,,1,0.0375168687745848,,1,0.4279596579092608,,1,31.483745033815836,,1,15.46223067486997,,1,0.9630967685288594,,1,0.5616422536847905,,1,481.5023071324044,,1,1.7588945192,,1
15,1,0,1,1,15.0,,1,0.1649720059232147,,1,16.497200592321477,,1,1293.1843589320997,,1,406.9063896437936,,1,0.0,,1,0.8734477778695212,,1,0.0,,1,0.8734477778695212,,1,0.1030664024204943,,1,0.1030664024204943,,1,0.5969452331347669,,1,41.3506083348438,,1,11.35879962444086,,1,0.7198265944558413,,1,0.764172192634746,,1,481.5023071324044,,1,1.7588945192,,1
15,1,1,1,1,15.0,,1,0.1703116600255016,,1,17.03116600255016,,1,1340.0208683064131,,1,408.633580406051,,1,0.0,,1,0.8750461736334186,,1,0.0,,1,0.8750461736334186,,1,0.1061017595565827,,1,0.1061017595565827,,1,0.5979144552401774,,1,47.01843465718548,,1,12.89225560316061,,1,0.8117011593079315,,1,0.768390790437165,,1,481.5023071324044,,1,1.7588945192,,1
15,2,0,1,1,15.0,,1,0.0046705702742926,,1,0.4670570274292669,,1,104.63226406608908,,1,51.30913404546868,,1,0.0,,1,0.2583362384503421,,1,0.0,,1,0.2583362384503421,,1,0.003257544000994,,1,0.003257544000994,,1,0.1825558230733301,,1,3.7226475990416574,,1,6.8945402531320195,,1,0.4454730096396186,,1,0.238331704556828,,1,481.5023071324044,,1,1.7588945192,,1
15,2,1,1,1,15.0,,1,0.0123853744288064,,1,1.238537442880646,,1,193.8971371829583,,1,85.7271479939525,,1,0.0,,1,0.3727002791201044,,1,0.0,,1,0.3727002791201044,,1,0.0085751639513214,,1,0.0085751639513214,,1,0.2623654620222493,,1,13.67282955428496,,1,15.11027069120066,,1,0.942550009867804,,1,0.366549757350476,,1,481.5023071324044,,1,1.7588945192,,1
15,3,0,1,1,15.0,,1,0.0127521647339665,,1,1.2752164733966591,,1,199.6411355434556,,1,85.77337186522792,,1,0.0,,1,0.3728353626546261,,1,0.0,,1,0.3728353626546261,,1,0.0088312212554466,,1,0.0088312212554466,,1,0.2625763144446265,,1,15.704571961743229,,1,17.169885556591296,,1,1.061963957320322,,1,0.3713902842366446,,1,481.5023071324044,,1,1.7588945192,,1
15,3,1,1,1,15.0,,1,0.0200657989608946,,1,2.0065798960894687,,1,270.95005503701515,,1,108.88332847320098,,1,0.0,,1,0.4356170302308959,,1,0.0,,1,0.4356170302308959,,1,0.0138114325796596,,1,0.0138114325796596,,1,0.3061531957948147,,1,25.242343336833784,,1,21.816969369890636,,1,1.324356137608973,,1,0.4430410345998945,,1,481.5023071324044,,1,1.7588945192,,1
