delay_year,mean,std,n,p05,p25,median,p75,p95
5,0.24039099351823437,6.4875885008888865,2010,0.000920596077785905,0.003752133107219925,0.0109490041396034,0.03497610536812385,0.24983066356981348
10,0.4452481787865854,11.739409813266356,2014,0.001469413435999635,0.0060694147769477505,0.01778979953924635,0.05981572897625435,0.47181780541200485
15,0.8011196567433538,19.907307217144822,2013,0.0020948961322032203,0.0085519592669234,0.025306592737369,0.0844383407572415,0.6858505894181706
