eis_bin,eis_mid,median_dwl,p90_dwl
"(0.549, 0.708]",0.6373531362504518,2.2250544929959704,7.186566355850837
"(0.708, 0.847]",0.7750271055502558,6.1998593471896495,26.696900123729126
"(0.847, 0.981]",0.910621517612098,14.607466306509211,77.87752463841792
"(0.981, 1.159]",1.0585773768245224,21.17400325300669,193.6773948061787
"(1.159, 1.791]",1.2936785210433839,55.12346088351112,917.4735413587719
