Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.08701619181008624;0.21289358133229636;21.32968839384079;12745.312142716311;37.728191179877875;337.8193267191128;0.004560385042541526;0.9981091959776215
