Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.06968217528932286;0.16654139967978124;16.67346843387525;9970.343447276493;37.65798936775988;264.76037660715895;0.004559470821345002;0.9988407651369132
