Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.05083689665810098;0.11853513437921767;11.856674460423447;7096.349631996944;39.23385911808092;180.8730976639153;0.004556863135526612;0.9997333972091221
