Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.059266110260910665;0.13987098177958532;13.987098177958531;8373.664021868572;39.23021216738177;213.44936871972644;0.004553242300556093;1.0
