Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.010273172839273315;0.022040991254484915;2.255233209299238;1319.5292770936849;37.72242483233905;34.979969685365134;0.004694404025809007;0.9773264761977165
