Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.009162428879424311;0.01974033796878252;2.0114126077913848;1181.7959359805272;39.56280911827042;29.871385837330863;0.004668330240143348;0.9814166368609092
