Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.00040949231210873904;0.0008412643005660201;0.0882900204417446;50.364017731948714;38.06964895911793;1.322944106630282;0.004840245176016111;0.9528418912544051
