Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.022265528039397964;0.049498502531163356;4.986430449270457;2963.32966644028;39.95279206397423;74.17077789445257;0.0046021734597374575;0.9926640516645583
