Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.012065714298405084;0.026085416936588553;2.657935066194063;1561.6571394455846;37.717302292597935;41.4042639457823;0.004669621614564079;0.9814166368609092
