Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
-0.00018736286624942977;-0.0003851996872209554;-0.040390997972266786;-23.060771584488297;39.96894219756464;-0.5769672730016213;0.004833091266839062;0.9536770730087943
