Constraint Cost;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
-0.00032997707780069163;-0.0006788944261943196;-0.07109494003926675;-40.64341122756175;37.445158191897164;-1.0854116577442225;0.004828739817707373;0.9549124393653846
