sample_index,delay_year,task_id,run_type,comparison_type,tree_spec,decision_times_optimal,decision_times_delayed,ra,eis,pref,tech_chg,tech_scale,bs_premium,growth,baseline_num,dam_func,tip_on,d_unc,t_unc,no_free_lunch,period_len,emissions_time_step,damage_file_tag,u_optimal,u_delayed,utility_loss,m_opt_2025,m_opt_2030,m_opt_2035,m_opt_2040,m_opt_2060,m_opt_2100,m_opt_2150,m_opt_2200,m_opt_2250,m_delay_2025,m_delay_2030,m_delay_2035,m_delay_2040,m_delay_2060,m_delay_2100,m_delay_2150,m_delay_2200,m_delay_2250,T_opt_2025,T_opt_2030,T_opt_2035,T_opt_2040,T_opt_2060,T_opt_2100,T_opt_2150,T_opt_2200,T_opt_2250,T_delay_2025,T_delay_2030,T_delay_2035,T_delay_2040,T_delay_2060,T_delay_2100,T_delay_2150,T_delay_2200,T_delay_2250,conc_opt_2025,conc_opt_2030,conc_opt_2035,conc_opt_2040,conc_opt_2060,conc_opt_2100,conc_opt_2150,conc_opt_2200,conc_opt_2250,conc_delay_2025,conc_delay_2030,conc_delay_2035,conc_delay_2040,conc_delay_2060,conc_delay_2100,conc_delay_2150,conc_delay_2200,conc_delay_2250,dam_opt_2025,dam_opt_2030,dam_opt_2035,dam_opt_2040,dam_opt_2060,dam_opt_2100,dam_opt_2150,dam_opt_2200,dam_opt_2250,dam_delay_2025,dam_delay_2030,dam_delay_2035,dam_delay_2040,dam_delay_2060,dam_delay_2100,dam_delay_2150,dam_delay_2200,dam_delay_2250,price_opt_2025,price_opt_2030,price_opt_2035,price_opt_2040,price_opt_2060,price_opt_2100,price_opt_2150,price_opt_2200,price_opt_2250,price_delay_2025,price_delay_2030,price_delay_2035,price_delay_2040,price_delay_2060,price_delay_2100,price_delay_2150,price_delay_2200,price_delay_2250
0,5,1,tree_robustness,same_grid,default,0|5|35|75|125|175|225,0|5|35|75|125|175|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.3864120557535,24.323180747806198,0.06323130794730147,0.0,0.9905800015091476,0.9796999963496938,0.9688199911902401,0.9252999705524251,0.9210166227928693,0.9121463828358309,0.9103862705749379,nan,0.0,1.1149141078137248e-06,0.12106192632453928,0.24212273773497076,0.7263659833766967,0.8054378958682068,0.8135858988857139,0.8209125916226356,nan,1.419600009918213,1.4206474971771241,1.4302445046106975,1.439841512044271,1.4782295417785645,1.5240336775779724,1.554193366765976,1.5681702208518984,nan,1.419600009918213,1.5307991695404053,1.5480603313446046,1.5653214931488038,1.6343661403656007,1.6768545866012574,1.7051898515224457,1.716508252620697,nan,425.6,423.64957393056756,422.611996167195,421.5744184038225,417.4241073503324,402.33757003849064,382.6553004472888,363.6647152440978,nan,425.6,447.7808445891872,446.433280290457,445.0857159917267,439.6954587968058,420.13300893259117,398.1664293438359,377.7818734459091,nan,0.0,0.0005912083441986554,0.0013045431954911493,0.0020178780467836437,0.00487121745195362,0.02105341972751844,0.023270445457987947,0.02462871902885367,nan,0.0,0.0006342758622100897,0.0014743516645663464,0.002314427466922603,0.005674730676347631,0.02369201353325239,0.026131973153062753,0.027497685965128298,nan,277.9390744085588,212.53889885553508,192.30782455841344,172.07675026129183,91.15245307280532,24.8026073666806,6.315263026725363,1.3161810888869172,nan,0.0,219.94701194141845,200.23475733800254,180.52250273458662,101.67348432092294,28.36830794182256,8.061470254754745,1.5423171178335844,nan
0,10,6,tree_robustness,same_grid,default,0|10|35|75|125|175|225,0|10|35|75|125|175|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.39379001905972,24.284452170691182,0.10933784836853633,0.0,0.49799750886227717,0.9959950177245543,0.9868896316379926,0.9504680872917457,0.9367469817723861,0.9278124240443684,0.9245400695527606,nan,0.0,0.0,0.0,0.12078064417716763,0.6039032208858381,0.7307880413037393,0.750169228273174,0.7619997855335754,nan,1.419600009918213,1.420050048828125,1.4205000877380372,1.42809525680542,1.4584759330749513,1.503234627246857,1.5301927018165589,1.5447046977281569,nan,1.419600009918213,1.5319710063934326,1.6443420028686524,1.6615702114105224,1.730483045578003,1.7755583786964417,1.8023453640937805,1.8141795432567598,nan,425.6,423.25280697588516,420.90561395177025,419.597540476687,414.365246576354,399.90698518932123,380.10468515471973,361.4857155169225,nan,425.6,445.57376641308576,465.5475328261715,463.05331685231255,453.0764529568766,431.2971004922407,407.6182323250347,386.65425085790594,nan,0.0,0.0006283692421897656,0.0012567384843795311,0.00196759191575585,0.004811005641261125,0.020860777438156727,0.023012685410698192,0.02437374597911314,nan,0.0,0.0007493201097966903,0.0014986402195933807,0.0024429026427151973,0.006219952335202464,0.025474453220600116,0.028060733431418915,0.02951554453938572,nan,281.89749328909613,235.62312575568197,189.3487582222678,169.6445208744337,90.82757148309733,25.094252297378898,6.125810123181292,1.2156181594248747,nan,0.0,106.26056116494263,212.52112232988526,191.25380823448546,106.18455185288622,31.616142724030603,8.994044242870745,2.042621402489896,nan
0,10,8,tree_robustness,same_grid,back_loaded_decisions,0|10|50|100|150|200|225,0|10|50|100|150|200|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.401566162410308,24.298199563385193,0.10336659902511514,0.0,0.492035060662787,0.984070121325574,0.9774795900196256,0.9511174647958319,0.9313458708779866,0.9260517361872085,0.9207576014964304,0.9205863449459846,0.9204150883955389,0.9194973248154937,0.9185795612354486,nan,0.0,0.0,0.0,0.0855991206032556,0.427995603016278,0.6847929648260448,0.7132605256637037,0.7417280865013625,0.7518001934982746,0.7618723004951868,0.7664181039769622,0.7709639074587376,nan,1.419600009918213,1.421390061378479,1.4231801128387451,1.4318905740976333,1.4667324191331863,1.492863802909851,1.5131917536258697,1.5335197043418884,1.5404445308446884,1.5473693573474883,1.552259098291397,1.557148839235306,nan,1.419600009918213,1.5319710063934326,1.6443420028686524,1.6582956421375274,1.7141101992130279,1.7559711170196532,1.7734327661991118,1.7908944153785704,1.7963979077339172,1.801901400089264,1.8042134788632394,1.8065255576372148,nan,425.6,423.5200504466543,421.4401008933085,420.21391435706727,415.3091682121022,411.6306086033784,401.5589448350696,391.48728106676083,381.306919284554,371.12655750234717,362.26562390057006,353.40469029879296,nan,425.6,445.57376641308576,465.5475328261715,463.02529785236214,452.93635795712476,445.36965303569673,432.035358156287,418.70106327687716,407.1652853424446,395.62950740801205,385.72352480941777,375.8175422108235,nan,0.0,0.0006296775931398774,0.0012593551862797548,0.0019239382990193503,0.004582270749977732,0.006576020088196519,0.014444322030115395,0.022312623972034273,0.023158737388484507,0.024004850804934745,0.02453185682735247,0.025058862849770193,nan,0.0,0.0007492487659173817,0.0014984975318347634,0.00237188082557993,0.005865414000560598,0.008485563881796098,0.01775688177169526,0.02702819966159442,0.02799735739948781,0.028966515137381205,0.029460980717330262,0.029955446297279316,nan,273.2474224989683,228.88171018001225,184.5159978610562,168.41242779696037,103.99814754057701,55.687437348289464,34.85179787714226,14.016158405995048,8.530533742217454,3.0449090784398587,1.757728598725825,0.4705481190117913,nan,0.0,103.49575150271383,206.99150300542766,189.57456282883226,119.90680212245067,67.6559815926645,43.127821263681454,18.599660934698413,11.72282553004963,4.8459901254008475,2.8914657109936184,0.9369412965863892,nan
0,10,7,tree_robustness,same_grid,front_loaded_decisions,0|10|20|50|100|160|225,0|10|20|50|100|160|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.419585401761125,24.31197386737234,0.10761153438878424,0.0,0.49928228860568397,0.9985645772113679,0.9840219167205265,0.9694792562296851,0.9566437965326084,0.9438083368355317,0.9307826852785287,0.9177570337215257,0.9150517828417828,0.9112644316101428,nan,nan,0.0,0.0,0.0,0.1812473394026332,0.3624946788052664,0.5250824141722823,0.6876701495392982,0.7082334954413525,0.7287968413434069,0.7364338091749314,0.7471255641390657,nan,nan,1.419600009918213,1.4197613048553466,1.4199225997924805,1.4266870379447938,1.433451476097107,1.4565080201625826,1.4795645642280582,1.5086989581584933,1.5378333520889282,1.5487966514627138,1.564145270586014,nan,nan,1.419600009918213,1.5319710063934326,1.6443420028686524,1.6766331005096435,1.708924198150635,1.7309124732017516,1.7529007482528685,1.7811926287412643,1.80948450922966,1.8186652519802253,1.8315182918310167,nan,nan,425.6,423.19522185782847,420.7904437156569,419.4642094460439,418.13797517643087,413.8956019536171,409.6532287308033,401.1008406096271,392.54845248845083,382.9001387912031,369.3924996150563,nan,nan,425.6,445.57376641308576,465.5475328261715,464.83930645329553,464.1310800804196,454.58643416159754,445.04178824277545,433.26198739055667,421.48218653833794,410.3599725376119,394.78887293659545,nan,nan,0.0,0.0006281455347552755,0.001256291069510551,0.00198023766374597,0.002704184257981389,0.0045726822284133,0.0064411801988452115,0.01426849993160784,0.02209581966437047,0.02292887465712528,0.02409515164698201,nan,nan,0.0,0.0007494912751060882,0.0014989825502121764,0.0024769880846263964,0.003454993619040616,0.005931532274394212,0.008408070929747807,0.017711437357343186,0.02701480378493857,0.02795734088411754,0.029276892822968102,nan,nan,283.79350367303897,235.89929113931768,188.0050786055964,165.99998774105808,143.99489687651976,95.9300082518272,47.86511962713465,30.03688327696952,12.20864692680438,8.019154886508097,2.153866030093305,nan,nan,0.0,109.6273935362154,219.2547870724308,192.2696053592328,165.28442364603478,111.77814380561992,58.27186396520505,37.49167459842683,16.71148523164862,11.065102401132656,3.160166438410307,nan,nan
0,10,9,tree_robustness,same_grid,higher_fragility_weight,0|10|35|75|125|175|225,0|10|35|75|125|175|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,23.620625458662463,23.31473304754248,0.30589241111998433,0.0,1.149130955410433,2.298261910820866,2.2998686634588377,2.306295674010725,2.3051378745251134,2.301617622047355,2.295621529939581,nan,0.0,0.0,0.0,0.2963512942351794,1.481756471175897,1.8174365683444924,1.8807640961077743,1.9040349322165695,nan,1.419600009918213,2.353282064382328,3.286964118846443,3.2873620397265464,3.2889537232469586,3.29412546158093,3.3011829221888567,3.3125655606607927,nan,1.419600009918213,2.6115400568596367,3.8034801038010606,3.8300054477265975,3.9361068234287444,3.938975590367583,3.9459383096157765,3.9617753154562534,nan,425.6,699.7166032927512,973.8332065855022,967.859285727495,943.963602295466,900.3460756651511,851.7858253669772,809.6194643914116,nan,425.6,751.2222915272255,1076.8445830544508,1068.7995688921555,1036.6195122429747,974.6226329262795,916.9444684497689,870.7915539317917,nan,0.0,0.0035897061480030415,0.007179412296006083,0.011195650696822943,0.027260604300090384,0.11370465573053662,0.12458222941852935,0.13140211009560931,nan,0.0,0.00430941476128924,0.00861882952257848,0.014045278602980675,0.035751074924589454,0.14039563548567802,0.15380891166623206,0.16182713099516155,nan,280.1387786990645,401.8445108533889,523.5502430077133,467.3326254845345,242.46215539181912,69.95236287345533,14.438325972270679,2.6932980224026437,nan,0.0,282.77590972363157,565.5518194472631,509.92887211505695,287.43708278623205,87.87388933778863,19.506742614609713,4.465788438556869,nan
0,10,10,tree_robustness,same_grid,lower_fragility_weight,0|10|35|75|125|175|225,0|10|35|75|125|175|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.760822266267144,24.7240882180976,0.03673404816954573,0.0,0.10164602886090277,0.20329205772180553,0.2007492847893234,0.19057819305939488,0.18235930548026721,0.17694560280539157,0.17601036883597304,nan,0.0,0.0,0.0,0.02394178727155347,0.11970893635776735,0.13933419460411314,0.13974050095459117,0.1411758289079469,nan,1.419600009918213,0.910985288645493,0.40237056737277305,0.41211765561845914,0.4511060086012034,0.5059865191882379,0.5331883701508962,0.5467651498936302,nan,1.419600009918213,0.9338294207553371,0.44805883159246135,0.4597928464015577,0.5067289056379431,0.5628753319470715,0.5901872744716232,0.6045171854755098,nan,425.6,271.6714834516163,117.7429669032326,118.50417534249677,121.54900909955346,121.62385845883213,116.57791590118258,111.15980626019797,nan,425.6,276.22740234237926,126.85480468475846,127.37745182731796,129.46804039755594,128.22257009487677,122.3566511063662,116.62868241980863,nan,0.0,6.758443803640189e-05,0.00013516887607280378,0.00021559049136899528,0.0005372769525537613,0.0026482450070116704,0.002968091411170081,0.0031411015928980365,nan,0.0,7.608278521417762e-05,0.00015216557042835524,0.0002497162310020923,0.0006399188732970406,0.003014452523971582,0.003371776387349602,0.00356107970472632,nan,143.02246194629478,86.6660187778077,30.30957560932061,27.068149123711372,14.102443181274417,3.746932239979868,1.4370895003856856,0.43810175464276363,nan,0.0,16.853647071598232,33.707294143196464,30.07634764339911,15.552561644209707,4.39922510595083,1.7189217472307152,0.6526656733923027,nan
0,15,12,tree_robustness,same_grid,front_loaded_decisions,0|15|20|50|100|160|225,0|15|20|50|100|160|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.41684126951965,24.262611703869137,0.15422956565051393,0.0,0.32559308990951863,0.6511861798190373,0.9767792697285559,0.9721694931892969,0.957013462784571,0.941857432379845,0.9287490410799444,0.9156406497800437,0.9119811936030106,0.9068579549551643,nan,nan,0.0,0.0,0.0,0.0,0.1227916427209717,0.35418362366522826,0.5855756046094849,0.6195971289560069,0.653618653302529,0.6640239592103261,0.678591387481242,nan,nan,1.419600009918213,1.4222262287139893,1.4248524475097657,1.427478666305542,1.432230544090271,1.4569385015964507,1.4816464591026306,1.5112611734867096,1.5408758878707887,1.5535622571905454,1.5713231742382048,nan,nan,1.419600009918213,1.5326981767018637,1.6457963434855143,1.758894510269165,1.8177105665206912,1.8397804188728335,1.8618502712249758,1.8897058665752413,1.9175614619255068,1.9282261139651142,1.9431566268205644,nan,nan,425.6,423.5796997687693,421.55939953753847,419.5390993063077,417.70554787356764,413.87537982066704,410.04521176776643,401.4917480926711,392.9382844175758,383.5038410350428,370.2956202994966,nan,nan,425.6,444.2341027370398,462.8682054740796,481.5023082111194,485.97955803226455,472.70527941181433,459.4310007913641,446.127951104134,432.82490141690386,421.3830441121262,405.3644438854375,nan,nan,0.0,0.0006588367641228058,0.0013176735282456116,0.0019765102923684176,0.0027094793690866925,0.004587710130491366,0.0064659408918960395,0.014295526606108786,0.022125112320321532,0.022972456759988776,0.02415873897552292,nan,nan,0.0,0.0008688943020242713,0.0017377886040485426,0.002606682906072814,0.003782355833610931,0.006532749517493927,0.009283143201376923,0.01918281299405076,0.0290824827867246,0.030091041364426453,0.03150302337320905,nan,nan,268.07738887258074,234.85939755370265,201.64140623482456,168.42341491594647,141.88378997568267,95.10207144196892,48.32035290825515,29.956641093133534,11.592929278011916,7.514578635097361,1.804887735016985,nan,nan,0.0,71.4159257454559,142.8318514909118,214.2477772363677,173.4241963760296,118.30573078245962,63.18726518888964,40.70783838082828,18.22841157276691,12.18830884255527,3.7321650202589742,nan,nan
0,15,13,tree_robustness,same_grid,back_loaded_decisions,0|15|50|100|150|200|225,0|15|50|100|150|200|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.408985142644397,24.25951520009684,0.14946994254755808,0.0,0.3237691430440152,0.6475382860880304,0.9713074291320457,0.9565849683623726,0.9455431227851179,0.9387194525824452,0.9318957823797723,0.9315959408690901,0.9312960993584078,0.9296348731199551,0.9279736468815023,nan,0.0,0.0,0.0,0.0,0.34171242317315936,0.5979967405530289,0.6374818405529942,0.6769669405529595,0.6904642050208195,0.7039614694886795,0.7096320040840814,0.7153025386794833,nan,1.419600009918213,1.4228450838724773,1.4260901578267415,1.429335231781006,1.456979841504778,1.4777132987976074,1.4976103186607361,1.5175073385238649,1.523703904747963,1.5299004709720612,1.5355896353721619,1.5412787997722628,nan,1.419600009918213,1.5326981767018637,1.6457963434855143,1.758894510269165,1.8101520115988596,1.8485951375961305,1.866295428276062,1.8839957189559935,1.8894349443912506,1.8948741698265077,1.8977160477638244,1.9005579257011413,nan,425.6,423.6954019577145,421.79080391542897,419.88620587314347,413.83407139530823,409.2949705369318,399.5019812745976,389.70899201226337,379.5349573006553,369.3609225890473,360.70077502967985,352.0406274703124,nan,425.6,444.2341027370398,462.8682054740796,481.5023082111194,467.6008613928857,457.1747762792104,442.8040791842974,428.4333820893844,416.41235308169695,404.3913240740095,394.29037607134376,384.189428068678,nan,0.0,0.0006598334943297894,0.0013196669886595788,0.0019795004829893685,0.004564044194176895,0.00650245197756754,0.014347819237484495,0.02219318649740145,0.023028360415026802,0.02386353433265215,0.02439785241625044,0.024932170499848735,nan,0.0,0.0008689877067016374,0.0017379754134032748,0.0026069631201049125,0.0064080608140863375,0.009258884084572407,0.019094112207111127,0.028929340329649847,0.02993866734407047,0.030947994358491094,0.031457440294874316,0.031966886231257534,nan,264.25542766360513,231.25803298230403,198.26063830100293,165.26324361970183,102.17031177844694,54.850612897505776,34.385040196944104,13.919467496382431,8.418547629905845,2.9176277634292607,1.7155570151203374,0.5134862668114142,nan,0.0,67.19106447188341,134.38212894376682,201.57319341565022,127.22827735241479,71.4695903049882,46.116271240423444,20.762952175858683,13.049027310708498,5.335102445558313,3.2753188891699363,1.2155353327815592,nan
0,15,14,tree_robustness,same_grid,higher_fragility_weight,0|15|35|75|125|175|225,0|15|35|75|125|175|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,23.62264252778455,23.184333564311515,0.43830896347303394,0.0,0.7661683566829695,1.532336713365939,2.2985050700489085,2.302685238555826,2.3035976183980083,2.295989821932203,2.2872242263634126,nan,0.0,0.0,0.0,0.0,1.1424564685832075,1.612223885703676,1.7008884201911232,1.7399374284372429,nan,1.419600009918213,2.0425926918299147,2.6655853737416164,3.2885780556533186,3.291787432656543,3.2961620244306515,3.3098048160781985,3.326487414542737,nan,1.419600009918213,2.302549409194394,3.185498808470575,4.068448207746756,4.202411988561728,4.210312622178968,4.221511172776177,4.233831869001735,nan,425.6,606.3801986445711,787.1603972891423,967.9405959337134,944.4278595591722,900.558284198015,852.9584740859264,811.2913660990387,nan,425.6,654.9830380825723,884.3660761651447,1113.749114247717,1076.1964306155191,1006.0013351300393,944.4857613721375,895.5544123411092,nan,0.0,0.003769690989752254,0.007539381979504508,0.011309072969256763,0.02730885355889988,0.11368903316199333,0.12468413178676052,0.13171752918264415,nan,0.0,0.005039058109880725,0.01007811621976145,0.015117174329642177,0.03957863773540176,0.15201944574679807,0.16663972569588387,0.17496619238541633,nan,280.2156176230214,336.09836513763645,391.98111265225157,447.86386016686663,243.2079476032208,67.57434784731409,13.943155616568346,2.6742573668579315,nan,0.0,174.62639695395606,349.2527939079121,523.8791908618682,304.0073719760777,95.15459482789596,23.21556077278584,4.914338155254227,nan
0,5,2,tree_robustness,same_grid,front_loaded_decisions,0|5|20|50|100|160|225,0|5|20|50|100|160|225,10.0,0.833,0.002,1.5,1.5,10000.0,0.015,2,0,1,1,1,False,5.0,nan,,24.419092091035534,24.355312080888982,0.06378001014655155,0.0,0.9845338223019569,0.9683206091552847,0.9521073960086126,0.9358941828619405,0.9327434704240409,0.9295927579861414,0.9194269930789853,0.9092612281718293,0.9071455400808003,0.9041835767533597,nan,nan,0.0,1.1149141078137248e-06,0.1957849598430464,0.39156880477198497,0.5873526497009236,0.6847075309244699,0.7820624121480162,0.7913954065930326,0.8007284010380491,0.8041964403807372,0.8090516954605007,nan,nan,1.419600009918213,1.4213198280334474,1.4304444392522178,1.439569050470988,1.4486936616897583,1.4717141437530519,1.4947346258163454,1.5223908185958863,1.5500470113754274,1.5607272510230543,1.575679586529732,nan,nan,1.419600009918213,1.5307991695404053,1.556157808303833,1.581516447067261,1.6068750858306886,1.6295228755474092,1.6521706652641297,1.6791228044033053,1.7060749435424807,1.7163120889663699,1.7306440925598146,nan,nan,425.6,423.79685185537323,422.79653024310153,421.7962086308298,420.7958870185581,416.1907920152032,411.5856970118483,402.6491568923815,393.7126167729147,384.00218617307064,370.4075833332889,nan,nan,425.6,447.7808445891872,447.4334889203994,447.0861332516116,446.7387775828238,439.48097234152846,432.2231671002331,421.4421377247321,410.6611083492311,400.1964769323992,385.54599294883457,nan,nan,0.0,0.0005915039361578723,0.0013049160521806957,0.002018328168203519,0.0027317402842263424,0.004626582319398792,0.006521424354571242,0.01435099750368698,0.02218057065280272,0.023007114066409862,0.024164274845459865,nan,nan,0.0,0.0006329791189058629,0.0014733718537235227,0.002313764588541182,0.0031541573233588426,0.005395890058854718,0.007637622794350593,0.01633799377929599,0.025038364764241386,0.02591611352018942,0.02714496177851667,nan,nan,273.5792829671087,212.0026441949791,189.91569378894872,167.82874338291833,145.74179297688792,97.78134000292246,49.82088702895701,31.156845603151762,12.492804177346514,8.106015068362469,1.9645103157848052,nan,nan,0.0,223.63716115124072,201.4249500609109,179.2127389705811,157.0005278802513,106.33078257766756,55.66103727508382,35.24732739791351,14.8336175207432,9.773752520452465,2.6899415200454357,nan,nan
