Node;Mitigation;Prices;Average Mitigation;GHG Level
0;0.9985422747519118;283.7768999926547;0.0;425.6
1;0.9980470541865122;225.6861400987034;0.998541959792098;420.7914492504072
2;0.8226818746845643;141.16040754070147;0.998541959792098;420.7914492504072
3;0.9974239661451306;105.29338049187454;0.9982248304837332;407.9834253197699
4;0.9907253564158379;103.46789413275557;0.9982248304837332;407.9834253197699
5;0.9945656585042995;110.10048474121962;0.8858154457818563;423.05151758751634
6;0.6658745728924629;44.391164603759464;0.8858154457818563;423.05151758751634
7;0.995984444108707;31.064013466926163;0.9979239521079001;389.0073880482856
8;0.9806473638039107;29.84295002848639;0.9979239521079001;389.0073880482856
9;0.988523418642856;30.54562599908826;0.9954663838568509;389.49287843407694
10;0.9903683319224774;33.18840899327171;0.923219034324988;400.97847669144
11;0.7656559805109213;16.70622658161765;0.9954663838568509;389.49287843407694
12;0.7681292886174655;18.190870547702946;0.923219034324988;400.97847669144
13;0.9303067759659669;32.27338408729147;0.8026277261136068;424.80078751261686
14;0.5047877224069655;9.257952378243433;0.8026277261136068;424.80078751261686
15;0.996687106223668;6.8005211020668765;0.9976701803647963;367.7302986464588
16;0.9890752425126323;6.666664928387704;0.9976701803647963;367.7302986464588
17;0.9770254640549345;6.483332050556471;0.9956959489691062;368.17879825382886
18;0.9727660134472603;6.4251214872181714;0.994533712893319;368.3154672929786
19;0.9785036896214405;7.31853793097744;0.9324489262226976;377.90917228842636
20;0.9987996376008741;6.863195059669882;0.9956959489691062;368.17879825382886
21;0.9507684272445383;6.063555611055409;0.994533712893319;368.3154672929786
22;0.9742017905467429;7.236429336984436;0.9324489262226976;377.90917228842636
23;0.8558629728675872;4.9590548264171;0.9658452886493976;374.83274167350476
24;0.9889438284116072;7.930839844835648;0.9038414263678436;384.4080705927292
25;0.9432734059741736;8.245833283889;0.8179394590532173;397.6730710044762
26;0.6797572961426971;3.0142194518349146;0.9658452886493976;374.83274167350476
27;0.8443776096344819;5.3915343238460975;0.9038414263678436;384.4080705927292
28;0.7956129878575678;5.525231829589269;0.8179394590532173;397.6730710044762
29;0.8512679098745097;7.127916220259818;0.7631649770690061;410.1164519230964
30;0.35240306269548316;1.4316031631208597;0.7631649770690061;410.1164519230964
31;0.9712120073020621;1.3900806421014833;0.9975919990189326;348.9480426938641
32;0.9787538470067585;1.4178604538486426;0.9975919990189326;348.9480426938641
33;0.9946618908648917;1.4802015014970196;0.9970526099339565;349.0791311974854
34;0.9033680857049733;1.1713232583804851;0.9942967377658405;349.6323647867299
35;0.9017107306263877;1.1702361312823708;0.9929607159452136;349.85106691603653
36;0.9885821725406363;1.7103469815452568;0.9360057004235804;358.54443821300384
37;0.5634804009393916;0.4349444786381227;0.9970526099339565;349.0791311974854
38;0.9744020447353541;1.4139658091551728;0.9942967377658405;349.6323647867299
39;0.9398576459885365;1.2954239432991432;0.9929607159452136;349.85106691603653
40;0.9903321746022944;1.7181885824781324;0.9360057004235804;358.54443821300384
41;0.9745588208935367;1.4088217303359414;0.9958397509891034;349.25737859606835
42;0.9108716387006585;1.2042033013346591;0.9914018493341765;350.22990064065675
43;0.7699286820831663;0.9473932810726337;0.9357008966095831;358.61852382000166
44;0.7496782060575059;0.8458267739715257;0.9570382105112256;356.88803726200535
45;0.6912380731441335;0.810096708439825;0.9091852081957517;363.3741899286458
46;0.7302228809147101;1.1243289685855808;0.8273899530955687;376.34846102441446
47;0.24821590328683324;0.12495463836473852;0.9958397509891034;349.25737859606835
48;0.41745872131990736;0.2664526624357459;0.9914018493341765;350.22990064065675
49;0.3954605089994006;0.28353834800750166;0.9357008966095831;358.61852382000166
50;0.7502519455669034;0.8472087569360777;0.9570382105112256;356.88803726200535
51;0.6544492790271615;0.7263179393876087;0.9091852081957517;363.3741899286458
52;0.9210955511146912;1.9034307327409474;0.8273899530955687;376.34846102441446
53;0.3456461642022976;0.22636981834935344;0.9445586031277322;359.92085955022554
54;0.6911758914345736;0.8320253063420272;0.8989406293678888;365.8638521287192
55;0.951513819315195;2.1207246407718348;0.8169261189235841;378.8914102014015
56;0.7844210241864922;1.5315339060217925;0.7681004514440615;387.5246781425658
57;0.8292274198255823;1.0916808557898878;0.9445586031277322;359.92085955022554
58;0.6609709127867056;0.7608313242845175;0.8989406293678888;365.8638521287192
59;0.9273344075244679;1.9891237420282626;0.8169261189235841;378.8914102014015
60;0.5118692066291058;0.6694521923166773;0.7681004514440615;387.5246781425658
61;0.7822092620033527;1.6697100353255636;0.7327488175302048;396.1159310207101
62;0.7460367593284996;1.5074260207684886;0.7327488175302048;396.1159310207101
"
"
Period;Expected Price;Expected Mitigation;Expected Emission
0;283.7768999926547;0.0;0.0613145420091345
1;183.42327381970244;0.998541959792098;3.931816246692156
2;90.8132309924023;0.9420201381327947;3.531366180795345
3;25.133679010328503;0.9298092741008364;1.3018563669264611
4;6.092724403169319;0.921392489948673;0.7466587954541605
5;1.127938233307407;0.9184836407635253;0.7413241150835358
