Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.029002706997098393;15.0;0.043042123170786976;4.304212317078697;0.13069517489464894;13.0747026924531;10906.021055070736;0.13069517489464894;13.0747026924531;10906.021055070736;54530.10527535368;26.397268280116464;413.14960848754237;0.0023596803370988795;0.99960341713994
