Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.00287545868644834;15.0;0.0041628867399145925;0.41628867399145925;0.011919957350127889;1.2134731720456342;994.6756331351182;0.011919957350127889;1.2134731720456342;994.6756331351182;4973.378165675591;26.397268280116464;37.68100632914164;0.0024148217881467815;0.9823008554885153
