Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.004323232163145008;5.0;0.018339238303461937;1.8339238303461938;0.018287856677281104;1.8339238297994567;1526.0528947248051;0.018287856677281104;1.8339238297994567;1526.0528947248051;7630.264473624025;26.397268280116464;57.81101584190409;0.002374465039133078;0.9971982685497314
