Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.010162085941777477;10.0;0.021965828230971478;2.1965828230971476;0.043600161591833095;4.372266074553329;3638.269589587479;0.043600161591833095;4.372266074553329;3638.269589587479;18191.347947937396;26.397268280116464;137.82750362574365;0.0023724560132905026;0.9971982685497314
