Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.01770995540833553;15.0;0.026014854341963753;2.601485434196375;0.07739952800295288;7.761698996481248;6458.699663037844;0.07739952800295288;7.761698996481248;6458.699663037844;32293.498315189223;26.397268280116464;244.6730318645437;0.002369859203510849;0.9971982685497314
