Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.001022590436725146;15.0;0.001477025396693952;0.1477025396693952;0.004185156057418729;0.4292650108929564;349.2355407746141;0.004185156057418729;0.4292650108929564;349.2355407746141;1746.1777038730704;26.397268280116464;13.229987931655529;0.002435590948403288;0.9749585806475992
