Constraint Cost;Delay Window Years;Delay Window Proportional DWL;Delay Window Proportional DWL %;Delta Consumption (First Period);Delta Consumption (First Period) %;Delta Consumption $b;Delta Consumption (First 5 Years);Delta Consumption (First 5 Years) %;Delta Consumption First 5 Years Annual $b;Delta Consumption First 5 Years Total $b;Delta Emission Gton;Deadweight Cost;Marginal Impact Utility;Year 0 Consumption (Delayed)
0.006476507797925635;5.0;0.027622878556944622;2.762287855694462;0.027597222464963787;2.7622878556941157;2302.8844753218896;0.027597222464963787;2.7622878556941157;2302.8844753218896;11514.422376609447;26.397268280116464;87.23949959081635;0.0023688039255045368;0.9990712013621432
