Year;Node;Utility;Consumption;Cost;CertainEquivalence
2025;0;7.671834721164337;0.975193909468199;0.02480609053180101;0.7725825709187185
2030;1;8.075858722999644;1.0374166372972033;0.036717838644916324;0.7682182342446754
2030;2;8.204316718041163;1.0587734707655587;0.017040577120900992;0.7668849299041534
2035;3;8.527122524898953;1.0982243705385157;0.05304723422554559;0.7635981435305836
2035;4;8.602042932682888;1.1312421651005675;0.0249066789626266;0.762912997901244
2035;5;8.681469980686082;1.1285651403922816;0.027100074092834728;0.7621029317327058
2035;6;8.716678078956075;1.1483292262532845;0.010323914425013575;0.7617963700656666
2040;7;9.037662903802692;1.1671039883759338;0.06550177108174025;0.7586877214779986
2040;8;9.045948817804478;1.2053955206878666;0.03529873784078822;0.7586951100372683
2040;9;9.113845254364064;1.2025475630312494;0.03739775166572505;0.7580384992559469
2040;10;9.116442886554076;1.2017233980267483;0.037902956505677154;0.7580118816831903
2040;11;9.202319496789048;1.2309649837937358;0.015073467550390325;0.7572620678478282
2040;12;9.203109358544642;1.2305472446459598;0.015330248288378825;0.7572537033837342
2040;13;9.223098696713166;1.2291558580353905;0.01633365138602541;0.7570623004678158
2040;14;9.249227113244663;1.2428134612434105;0.005708824566214206;0.756846453933841
2060;15;11.37519185532189;1.6210800774587464;0.03602114670485984;0.7398000992279776
2060;16;11.396293578142062;1.6266011084627643;0.03322887183576174;0.7396517997961127
2060;17;11.348705559290455;1.62164228266488;0.03526385324583903;0.7399987243411102
2060;18;11.349473237418689;1.6210563380116927;0.03538774269363957;0.7399920444559746
2060;19;11.423758150277987;1.6175183926204917;0.03726341373086856;0.739433141551869
2060;20;11.474711278626954;1.6599984661263454;0.013331200845111009;0.7391234810798255
2060;21;11.476021072749454;1.6599322787807131;0.013241779228902814;0.7391137070797051
2060;22;11.431135344542676;1.659955267125759;0.013096245744005888;0.739445840193846
2060;23;11.548645797439141;1.6545398912939566;0.015621067010741839;0.7385709616098348
2060;24;11.530377155631689;1.65408112981646;0.015735991622747168;0.7387042869866618
2060;25;11.526085060326565;1.6529284805586144;0.016229743578238934;0.7387340016386444
2060;26;11.55578178717136;1.6742431070768033;0.004875152246151059;0.738549430204542
2060;27;11.559113807854457;1.6739846542792405;0.004945504477122733;0.7385246226480738
2060;28;11.582312543577855;1.6735124363136158;0.005122399124256015;0.7383541786174986
2060;29;11.57593467092823;1.671343982459963;0.005869475342297965;0.7383974307729572
2060;30;11.606144276394131;1.6798684631815595;0.0017006021965010733;0.738190072937233
2100;31;17.459192580370896;2.991907619688601;0.010854216666757396;0.705861695733973
2100;32;17.370151687422247;3.003439790123806;0.010854216666757396;0.7062846347858751
2100;33;17.457648800858298;3.0000675368898007;0.010978670012559304;0.7058754768313259
2100;34;17.431187296100184;2.979828454396007;0.011744348352901411;0.7059816683477398
2100;35;17.419657504999968;2.975006785224211;0.011932231698844414;0.7060312395346889
2100;36;17.328915586095512;2.9721219994353274;0.012045856291770204;0.706451439467556
2100;37;17.24653767416393;3.030795699787977;0.0050387469163365685;0.7068847708092335
2100;38;17.46684855948208;3.0203934214733303;0.0060484225621745494;0.7058493052082345
2100;39;17.53621593546452;3.018394449044858;0.006117656708982853;0.7055272762186995
2100;40;17.49337588785347;3.017943252721102;0.00591389534811413;0.7057246307057727
2100;41;17.42074149438926;3.0032589930436018;0.00694979387006872;0.7060492223040582
2100;42;17.578660803869408;3.000523976223109;0.007180133218094956;0.7053174615036718
2100;43;17.524113007217064;2.9987688117352107;0.0070522069061059395;0.7055672066949271
