Year;Node;Utility;Consumption;Cost;CertainEquivalence;Utility;Consumption;Cost;CertainEquivalence
2100;52;17.64337903674912;3.0360998928686898;0.0019785986888686516;0.7050492535127135;17.64337004722258;3.036096243704366;0.001979529570041751;0.7050492917441711
2100;53;17.615230975921577;3.030101628934465;0.0025441532304328832;0.7051734191155604;17.615235192491653;3.030101304332169;0.0025456256860143453;0.7051733995177687
2100;54;17.59537993954269;3.0293841163685555;0.002520425562858603;0.7052639378281415;17.595383948975293;3.0293788669268378;0.0025210962071867222;0.7052639152043318
2100;55;17.59099184347932;3.028664720436136;0.002506126463754342;0.7052835123122987;17.590966349568987;3.028654082535689;0.0025091079369741094;0.7052836208667168
2100;56;17.638217591213824;3.0235159590429057;0.002875304300705189;0.7050627872398543;17.63822979780934;3.023535806931956;0.002868138387991038;0.7050627473059372
2100;57;17.65567479008368;3.0474347697831674;0.0005650956982702889;0.7050020431247391;17.65567503856676;3.04744238092765;0.0005631247636911035;0.7050020480568346
2100;58;17.646345520672842;3.0470511606108435;0.0005908905995121615;0.7050444252137124;17.646351282752523;3.0470552189145557;0.000589152634645655;0.7050444020767427
2100;59;17.64377232977879;3.046544029493239;0.0006605907103935779;0.7050557993318719;17.643789329196547;3.046542136882189;0.0006610107369647997;0.7050557200025791
2100;60;17.645588818954597;3.0447771139581143;0.0007224846075463115;0.7050460745368851;17.645573850341865;3.044779932046475;0.0007213150254194835;0.7050461453014326
2100;61;17.675128449544538;3.0420502695319667;0.0009046292355047015;0.7049088119296885;17.675105389980715;3.042030778111557;0.000910921730445506;0.7049089017114217
2100;62;17.68525055052795;3.050638315702911;0.0001392600913702277;0.7048694315276535;17.685256376907486;3.05064244116333;0.00013786937956689792;0.7048694082108126
2150;63;27.588453103350428;6.340219244615073;0.002444949708124819;0.6715429913093672;27.58842300006592;6.340212117375464;0.002444972987098392;0.6715430726530679
2150;64;27.647241470629933;6.362872419784565;0.002444949708124819;0.6713873997206121;27.64721698835118;6.3628674486084975;0.002444972987098392;0.6713874660128565
2150;65;27.495525532409577;6.362872419784565;0.002444949708124819;0.6718103413877808;27.495554246530762;6.3628674486084975;0.002444972987098392;0.6718102593463886
2150;66;27.309395657465128;6.354062944583354;0.0024865701902081557;0.672329673210392;27.309370466328485;6.354068910443357;0.002486541760516493;0.6723297462875828
2150;67;27.687559686804686;6.301659281407278;0.002747388249077235;0.6712537812337167;27.687551852407868;6.301668089025713;0.0027473425589548102;0.6712538061047443
2150;68;27.582525264853736;6.28920043286999;0.002812746201883716;0.6715414017134211;27.582547402624325;6.2892030149731575;0.0028127325118706592;0.6715413409478563
2150;69;27.461262076183836;6.281761757749596;0.002852452468124415;0.671877471317389;27.461232997929464;6.281745802782008;0.0028525382366442116;0.6718775470455085
2150;70;27.731986429629824;6.389139810940258;0.002444949708124819;0.6711614975549679;27.731986198374152;6.389137339818333;0.002444972987098392;0.6711614973299042
2150;71;27.55509976705552;6.38476270287501;0.0024865701902081557;0.6716516448658469;27.555117525303537;6.384765666433056;0.002486541760516493;0.6716515963673416
2150;72;27.55654422873343;6.358312730997496;0.002747388249077235;0.6716383221704728;27.556479224141107;6.358317299461061;0.0027473425589548102;0.6716385051021301
2150;73;27.457747931343224;6.351846926649629;0.002812746201883716;0.671912174575201;27.457731045215215;6.351848268045658;0.0028127325118706592;0.6719122223383344
2150;74;27.30501740483656;6.347981653584834;0.002852452468124415;0.6723398654064762;27.305001644152856;6.347973363573475;0.0028525382366442116;0.6723399068944569
2150;75;27.156873769440168;6.369349116408564;0.0026386751618360385;0.6727661136960595;27.15667832683982;6.369332452824466;0.0026388437584413194;0.6727666619268889
2150;76;26.974709030394582;6.344269525525384;0.0028916379432187304;0.6732756553827256;26.97466985969466;6.344264559793183;0.0028916902481865704;0.6732757655134406
2150;77;27.34750808124444;6.337676030432244;0.0029613937485087243;0.6722165932337549;27.34751933511465;6.337674357053296;0.0029614117503540763;0.6722165609842696
2150;78;27.80158725882889;6.332938251806355;0.0030124558156417935;0.6709492036494554;27.80158265899584;6.332924234232179;0.00301260823157908;0.6709492113959891
2150;79;27.74738035002059;6.292743305235667;0.0034686840772055363;0.6710848208377259;27.747382069979366;6.292753150952837;0.003468567162892576;0.6710848195842861
2150;80;27.75140849465322;6.285793081358866;0.003552232254028637;0.6710711940034924;27.751383170246307;6.285774662650836;0.0035524562191454135;0.6710712575222912
2150;81;27.71623052632865;6.277407329642158;0.003655495305588223;0.6711656287888372;27.716183451691293;6.277354717010815;0.0036561520121834497;0.6711657404635047
2150;82;27.62922390711904;6.252477519058918;0.003974008594774159;0.6713982666422772;27.62919978554299;6.252452861246368;0.003974327803023121;0.6713983248826956
2150;83;27.583304958434507;6.245622126715666;0.004063657965136763;0.6715236345909494;27.583246880207593;6.245632148942991;0.00406352548423811;0.6715238000191446
2150;84;27.541286546532305;6.239594577784866;0.004143997116522641;0.6716386462997714;27.541303094951974;6.239599432764941;0.00414393172926367;0.6716386018574947
2150;85;27.827303954334145;6.412408992480474;0.0012983823199573857;0.6709061262192825;27.827275591830606;6.412435246224256;0.0012938112574902476;0.670906213637435
2150;86;27.790993139312423;6.405825471491193;0.0013863076602583274;0.6710040910824365;27.79097782860097;6.405839028407141;0.0013840080266683636;0.6710041381247248
2150;87;27.72001958142213;6.404181927967556;0.00139019802545575;0.6711999131533759;27.72004980764668;6.404193303241093;0.0013883613789632443;0.6711998333674313
2150;88;27.67736070692604;6.403016988743984;0.001390464030628775;0.6713178196741484;27.67731562373339;6.4030216937776085;0.001389195214826006;0.6713179464627799
2150;89;27.62854657876382;6.388480382544905;0.0019487348078927724;0.671448367460156;27.628589582449575;6.38847040213095;0.0019507465364426236;0.6714482443575399
2150;90;27.66301303601635;6.386312182933673;0.0019692276073162377;0.6713518124090879;27.663025921824484;6.386290485149532;0.001971776525474611;0.6713517690152413
2150;91;27.62127092921751;6.383884130507637;0.0019651901628205716;0.6714669954031847;27.621231400500204;6.383853688511254;0.001967546579253064;0.671467094703769
2150;92;27.569421161685447;6.3743387875470185;0.0022533107265857604;0.671608048835005;27.569448649522545;6.3743249661909305;0.0022541730784868663;0.6716079673469216
2150;93;27.47907339842649;6.370589231411231;0.0024787996015918747;0.6718590747604422;27.479000676477046;6.370568116602815;0.002482633335546781;0.6718592708253615
2150;94;27.417650348684344;6.368743350139786;0.0024503378653151974;0.6720305087936507;27.4176232900891;6.36872167520642;0.002453987737692707;0.6720305770759799
2150;95;27.88345391617206;6.379719129958778;0.002136679416085173;0.6707399314517315;27.883421770167566;6.379701070952635;0.0021394612805937536;0.6707400136157626
2150;96;27.876164393422865;6.3777413472439735;0.0021362024504254632;0.670759308875907;27.87615235008457;6.377738090922251;0.002137545677809072;0.6707593408987732
2150;97;27.854710551973586;6.373824296906283;0.0023574451517973534;0.6708170399164367;27.85469236931785;6.3737996771841265;0.0023600061985491164;0.6708170813850244
2150;98;27.834157952903354;6.3630727806317395;0.00271011008132092;0.6708699310524646;27.834106223209925;6.363038095654585;0.002714265798319928;0.670870061543332
2150;99;27.81997108320112;6.360569149156563;0.0027057633421808808;0.6709081952501597;27.819965641892257;6.360547280895907;0.0027094469444210573;0.670908202570112
2150;100;27.830779873413782;6.358469661004406;0.002712596444156746;0.6708776296795448;27.83076546673194;6.3584471607719255;0.002716054495701541;0.6708776615018335
2150;101;27.804404840339938;6.341005767657486;0.0032729505584435615;0.6709442734829346;27.80451101634533;6.341113827221079;0.003258787982169491;0.6709440184207259
2150;102;27.786639280072635;6.338308552099514;0.0032592411558030085;0.6709924022359226;27.786655763875704;6.3383070525151215;0.0032579938658288117;0.6709923561492342
2150;103;27.752480728871156;6.335810681278927;0.0032324523099983675;0.6710859887440535;27.752475410917103;6.335823831942628;0.0032306819884985404;0.6710860081110777
2150;104;27.720024228879733;6.3224937080076575;0.00329635745917148;0.6711711569044946;27.7199100999901;6.322381119760992;0.003310223622599773;0.6711714332684429
2150;105;27.86610703809691;6.416441018033601;0.0006422541274231244;0.6708005482018138;27.866104836903222;6.41643785737417;0.0006427340117069082;0.6708005531641491
2150;106;27.848866647595873;6.41557973602271;0.0006711279245703336;0.6708477610352009;27.848850615185672;6.415589941622933;0.0006698422916924915;0.6708478087929111
2150;107;27.831299977748643;6.414596018113084;0.0006805784239605881;0.6708958639532624;27.831292585191104;6.414597503559131;0.0006798723674464972;0.670895884865888
2150;108;27.794284635606775;6.4115187595531395;0.0006710713163540086;0.6709969839727078;27.794327155212983;6.41152254095879;0.0006700112462881348;0.6709968678155359
2150;109;27.770496113596103;6.410678976814296;0.0006561128444695915;0.671062447103316;27.77051667609833;6.410686978198254;0.0006549590623183462;0.6710623930297591
2150;110;27.77648865677617;6.409945448468589;0.0006519062482696228;0.6710456206355355;27.776510022435556;6.409952816794856;0.0006507312032146274;0.6710455641344086
2150;111;27.747599817682527;6.403061001062179;0.0008801854112501376;0.671123135881633;27.747558531991437;6.403054245603536;0.0008823491584146217;0.6711232478019152
2150;112;27.791497309318192;6.401939208560499;0.0008831111602400612;0.6710013401416757;27.791492041420835;6.401914395546548;0.00088640051825532;0.6710013460256027
2150;113;27.8915800494235;6.400846795666616;0.0008886155711962479;0.6707249624707171;27.89155245532087;6.4008263725581624;0.0008919205452284806;0.6707250312752578
2150;114;27.876897046641755;6.394190034773336;0.0011121041514333646;0.670763056150657;27.87684897146434;6.394148594961279;0.0011169921199682198;0.6707631740366222
2150;115;27.871892731249083;6.400058813785761;0.0008929905429354156;0.6707788912244987;27.87188314840956;6.400040481817973;0.000895937433192376;0.6707789112096588
2150;116;27.86095807485547;6.3991124414600735;0.0008845117603260235;0.670808684615829;27.86092939220533;6.399073605524394;0.0008892249632975852;0.6708087500719475
2150;117;27.85180069087219;6.39785329983355;0.0009393720116363976;0.6708334823997381;27.85184405148351;6.3978885438367605;0.000933649158588312;0.6708333752010437
2150;118;27.848499207349466;6.3909671049644885;0.0010987301602843685;0.6708401737786206;27.848455566737254;6.3909381431858625;0.0011023812535479684;0.6708402839502371
2150;119;27.818715389782867;6.382056693024586;0.0013266675656579193;0.6709192112367419;27.818766033305668;6.382100439401211;0.0013220868061322062;0.670919086793719
2150;120;27.867248999044218;6.4193614848912555;0.00020709687001597586;0.6707984200994501;27.86727162082563;6.419356701696628;0.0002078755533279394;0.6707983561132377
2150;121;27.855618460181105;6.4186409321485876;0.00025792980680925054;0.6708302167853707;27.855595366426677;6.418594977381147;0.0002645573461037372;0.6708302644196252
2150;122;27.826260559063574;6.4183115742769;0.00025377305963814723;0.6709110634425035;27.82620230882552;6.4182820581232916;0.00025828578218638784;0.6709112138889846
2150;123;27.914999053379177;6.416075095528142;0.00024768899337614944;0.6706658556363788;27.914991682527305;6.416061287939393;0.0002495018767456115;0.6706658710893479
